LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
40.0,5.0,3.0,2.0,11.0,8.0,3.0,.1,4.0,2.0,3.0,1.0,16.0,1.0,.0,28.0,1.0,44.8,18.7,15592.1,.3,148.0,.1,866.2,835.3,.3,2.0,4.0,15.0,.0,56.0,92.0,30.0,20.0,82.0,31.7,30.0,Y
31.0,7.0,7.0,1.0,29.0,12.0,4.0,.1,6.0,2.0,4.0,1.0,33.0,1.0,.0,43.0,.0,84.4,19.2,31093.8,.5,267.0,.1,1727.4,1619.7,.3,3.0,6.0,31.0,.0,97.0,170.0,48.0,19.0,105.0,41.1,44.0,N
34.0,3.0,4.0,11.0,31.0,4.0,2.0,.0,2.0,2.0,2.0,1.0,11.0,1.0,.0,36.0,5.0,37.9,24.2,22154.0,.3,171.0,.0,1230.8,916.1,.5,1.0,2.0,11.0,.0,56.0,115.0,22.0,19.0,113.0,53.9,47.0,N
14.0,7.0,2.0,11.0,5.0,12.0,4.0,.1,6.0,2.0,3.0,.8,15.0,1.0,.0,21.0,5.0,49.8,9.5,4476.1,.2,87.0,.1,248.7,472.1,.3,3.0,6.0,13.0,.1,32.0,55.0,27.0,16.0,52.0,43.2,32.0,N
5.0,7.0,1.0,1.0,1.0,12.0,4.0,.2,6.0,2.0,2.0,.5,15.0,1.0,.0,16.0,1.0,25.0,20.4,10375.6,.2,97.0,.1,576.4,509.1,.3,3.0,6.0,13.0,.2,33.0,64.0,17.0,21.0,24.0,11.1,17.0,N
4.0,5.0,2.0,.0,7.0,8.0,3.0,.2,4.0,2.0,3.0,1.0,12.0,1.0,.0,14.0,1.0,16.8,11.2,2105.4,.1,41.0,.1,117.0,188.0,.3,2.0,4.0,11.0,.1,16.0,25.0,10.0,14.0,26.0,33.3,14.0,N
39.0,37.0,6.0,6.0,51.0,66.0,19.0,.2,30.0,2.2,9.0,.5,77.0,9.0,.4,88.0,1.0,66.1,50.3,167073.0,1.1,496.0,.0,9281.8,3323.4,.5,18.0,33.0,60.0,.1,207.0,289.0,70.0,34.0,185.0,39.3,94.0,N
18.0,6.0,6.0,7.0,6.0,4.0,4.0,.1,2.0,2.0,3.0,.8,16.0,1.0,.0,29.0,3.0,49.3,18.5,16907.8,.3,151.0,.1,939.3,912.7,.3,1.0,2.0,14.0,.1,57.0,94.0,40.0,26.0,61.0,31.0,36.0,N
49.0,41.0,14.0,16.0,37.0,78.0,21.0,.3,38.0,2.1,15.0,.7,104.0,5.0,.2,60.0,3.0,78.4,74.8,438244.1,2.0,821.0,.0,24346.9,5861.6,.2,20.0,39.0,85.0,.1,319.0,502.0,96.0,45.0,163.0,46.9,76.0,N
31.0,19.0,5.0,12.0,25.0,34.0,10.0,.2,16.0,2.1,6.0,.6,41.0,3.0,.2,52.0,2.0,47.5,48.0,109246.6,.8,350.0,.0,6069.3,2277.7,.3,9.0,17.0,33.0,.1,140.0,210.0,54.0,37.0,121.0,41.6,64.0,N
84.0,37.0,10.0,44.0,76.0,66.0,19.0,.1,32.0,2.1,8.0,.4,82.0,9.0,.4,101.0,9.0,75.0,66.0,326814.9,1.7,685.0,.0,18156.4,4951.7,.5,17.0,33.0,65.0,.1,264.0,421.0,100.0,50.0,306.0,54.3,145.0,N
17.0,15.0,3.0,28.0,6.0,28.0,8.0,.1,14.0,2.0,6.0,.8,37.0,1.0,.0,29.0,.0,78.3,48.1,180758.8,1.3,565.0,.0,10042.2,3761.9,.1,7.0,14.0,31.0,.1,217.0,348.0,70.0,31.0,81.0,54.0,57.0,N
16.0,11.0,5.0,3.0,8.0,18.0,6.0,.2,8.0,2.3,4.0,.7,28.0,5.0,.8,22.0,.0,37.5,29.5,32535.2,.4,187.0,.0,1807.5,1104.6,.8,5.0,9.0,24.0,.1,72.0,115.0,33.0,27.0,50.0,33.3,25.0,N
5.0,8.0,3.0,7.0,3.0,4.0,6.0,.2,2.0,2.0,6.0,1.0,17.0,1.0,.0,29.0,1.0,29.5,24.0,16987.6,.2,133.0,.0,943.8,707.8,.2,1.0,2.0,13.0,.1,48.0,85.0,20.0,20.0,45.0,25.6,36.0,N
1.0,7.0,1.0,1.0,.0,8.0,4.0,.3,2.0,4.0,2.0,.5,11.0,4.0,1.0,15.0,1.0,22.0,12.0,3172.9,.1,55.0,.1,176.3,264.4,1.0,3.0,4.0,9.0,.2,18.0,37.0,12.0,16.0,18.0,6.3,16.0,N
7.0,3.0,3.0,2.0,7.0,4.0,2.0,.1,2.0,2.0,1.0,.5,8.0,1.0,.0,14.0,2.0,25.2,9.5,2277.4,.1,51.0,.1,126.5,239.7,.5,1.0,2.0,8.0,.1,19.0,32.0,13.0,13.0,31.0,39.1,16.0,N
17.0,20.0,3.0,5.0,.0,14.0,15.0,.2,6.0,2.3,3.0,.2,40.0,4.0,.2,63.0,3.0,45.9,35.5,57670.7,.5,262.0,.0,3203.9,1626.9,.3,4.0,7.0,27.0,.2,79.0,183.0,39.0,35.0,86.0,7.4,68.0,N
3.0,3.0,.0,2.0,1.0,8.0,2.0,.2,4.0,2.0,1.0,.5,5.0,1.0,.0,9.0,2.0,24.7,7.2,1288.3,.1,40.0,.1,71.6,178.4,.5,2.0,4.0,5.0,.1,10.0,30.0,9.0,13.0,16.0,25.0,11.0,N
3.0,3.0,.0,2.0,.0,8.0,2.0,.2,4.0,2.0,1.0,.5,5.0,1.0,.0,9.0,2.0,24.1,7.2,1256.1,.1,39.0,.1,69.8,173.9,.5,2.0,4.0,5.0,.1,10.0,29.0,9.0,13.0,15.0,18.2,11.0,N
6.0,7.0,3.0,1.0,1.0,8.0,4.0,.2,2.0,4.0,2.0,.5,12.0,1.0,.0,17.0,1.0,25.0,13.6,4624.0,.1,68.0,.1,256.9,340.0,.3,3.0,4.0,10.0,.2,24.0,44.0,15.0,17.0,26.0,10.5,18.0,N
25.0,9.0,8.0,7.0,.0,12.0,5.0,.2,6.0,2.0,5.0,1.0,32.0,1.0,.0,27.0,.0,50.4,10.6,5682.3,.2,102.0,.1,315.7,535.3,.2,3.0,6.0,29.0,.1,46.0,56.0,26.0,12.0,60.0,20.6,34.0,N
13.0,17.0,5.0,2.0,.0,32.0,9.0,.1,16.0,2.0,9.0,1.0,59.0,1.0,.0,62.0,.0,183.7,7.0,9044.1,.4,214.0,.1,502.5,1288.8,.1,8.0,16.0,52.0,.1,100.0,114.0,57.0,8.0,78.0,3.1,64.0,N
7.0,3.0,3.0,.0,9.0,4.0,2.0,.2,2.0,2.0,2.0,1.0,7.0,1.0,.0,12.0,1.0,22.8,2.3,124.0,.0,16.0,.4,6.9,53.2,.5,1.0,2.0,7.0,.1,7.0,9.0,6.0,4.0,29.0,42.9,12.0,N
2.0,7.0,1.0,.0,.0,12.0,4.0,.2,6.0,2.0,2.0,.5,14.0,1.0,.0,24.0,2.0,20.2,16.4,5403.6,.1,73.0,.1,300.2,330.2,.3,3.0,6.0,12.0,.2,30.0,43.0,11.0,12.0,27.0,.0,24.0,N
5.0,5.0,2.0,4.0,.0,8.0,3.0,.2,4.0,2.0,3.0,1.0,16.0,1.0,.0,13.0,.0,25.6,13.2,4456.3,.1,71.0,.1,247.6,337.6,.3,2.0,4.0,15.0,.1,33.0,38.0,15.0,12.0,23.0,23.5,17.0,N
22.0,5.0,.0,3.0,13.0,16.0,3.0,.1,8.0,2.0,1.0,.3,12.0,1.0,.0,32.0,1.0,58.7,53.2,166215.8,1.0,538.0,.0,9234.2,3124.4,.3,4.0,8.0,11.0,.0,266.0,272.0,40.0,16.0,71.0,33.3,35.0,N
1.0,3.0,4.0,.0,.0,4.0,2.0,.2,2.0,2.0,2.0,1.0,9.0,1.0,.0,10.0,.0,22.4,7.3,1181.9,.1,37.0,.1,65.7,162.5,.5,1.0,2.0,9.0,.2,16.0,21.0,11.0,10.0,12.0,.0,10.0,N
9.0,5.0,2.0,4.0,3.0,8.0,3.0,.1,4.0,2.0,3.0,1.0,14.0,1.0,.0,17.0,.0,29.6,24.3,17460.6,.2,137.0,.0,970.0,719.0,.3,2.0,4.0,13.0,.1,60.0,77.0,21.0,17.0,34.0,29.2,21.0,N
1.0,3.0,.0,.0,.0,4.0,2.0,.3,2.0,2.0,1.0,.5,5.0,1.0,.0,7.0,1.0,8.8,12.0,1265.8,.0,27.0,.1,70.3,105.5,.5,1.0,2.0,5.0,.2,12.0,15.0,5.0,10.0,9.0,.0,7.0,N
1.0,5.0,.0,.0,.0,8.0,3.0,.3,4.0,2.0,1.0,.3,9.0,1.0,.0,9.0,1.0,12.1,14.1,2418.0,.1,41.0,.1,134.3,171.0,.3,2.0,4.0,8.0,.3,18.0,23.0,7.0,11.0,11.0,.0,9.0,N
1.0,5.0,.0,.0,.0,8.0,3.0,.3,4.0,2.0,1.0,.3,9.0,1.0,.0,11.0,2.0,14.7,14.7,3156.6,.1,49.0,.1,175.4,215.2,.3,2.0,4.0,8.0,.2,22.0,27.0,9.0,12.0,13.0,.0,11.0,N
1.0,3.0,.0,.0,.0,4.0,2.0,.3,2.0,2.0,1.0,.5,5.0,1.0,.0,7.0,1.0,8.8,12.0,1265.8,.0,27.0,.1,70.3,105.5,.5,1.0,2.0,5.0,.2,12.0,15.0,5.0,10.0,9.0,.0,7.0,N
1.0,5.0,.0,.0,.0,8.0,3.0,.3,4.0,2.0,1.0,.3,9.0,1.0,.0,9.0,1.0,12.1,14.1,2418.0,.1,41.0,.1,134.3,171.0,.3,2.0,4.0,8.0,.3,18.0,23.0,7.0,11.0,11.0,.0,9.0,N
1.0,5.0,.0,.0,.0,8.0,3.0,.3,4.0,2.0,1.0,.3,9.0,1.0,.0,11.0,2.0,14.7,14.7,3156.6,.1,49.0,.1,175.4,215.2,.3,2.0,4.0,8.0,.2,22.0,27.0,9.0,12.0,13.0,.0,11.0,N
1.0,3.0,.0,.0,.0,4.0,2.0,.3,2.0,2.0,1.0,.5,5.0,1.0,.0,7.0,1.0,8.8,12.0,1265.8,.0,27.0,.1,70.3,105.5,.5,1.0,2.0,5.0,.2,12.0,15.0,5.0,10.0,9.0,.0,7.0,N
1.0,5.0,.0,.0,.0,8.0,3.0,.3,4.0,2.0,1.0,.3,9.0,1.0,.0,9.0,1.0,12.1,14.1,2418.0,.1,41.0,.1,134.3,171.0,.3,2.0,4.0,8.0,.3,18.0,23.0,7.0,11.0,11.0,.0,9.0,N
1.0,5.0,.0,.0,.0,8.0,3.0,.3,4.0,2.0,1.0,.3,9.0,1.0,.0,11.0,2.0,14.7,14.7,3156.6,.1,49.0,.1,175.4,215.2,.3,2.0,4.0,8.0,.2,22.0,27.0,9.0,12.0,13.0,.0,11.0,N
40.0,11.0,4.0,25.0,13.0,16.0,6.0,.1,8.0,2.0,4.0,.7,27.0,5.0,.8,48.0,1.0,71.0,24.8,43561.8,.6,279.0,.0,2420.1,1758.8,.8,4.0,8.0,23.0,.0,107.0,172.0,54.0,25.0,151.0,44.2,73.0,N
2.0,3.0,2.0,.0,2.0,4.0,2.0,.3,2.0,2.0,2.0,1.0,6.0,1.0,.0,7.0,.0,16.5,6.2,632.3,.0,25.0,.2,35.1,102.2,.5,1.0,2.0,6.0,.2,11.0,14.0,8.0,9.0,12.0,22.2,7.0,N
2.0,3.0,2.0,.0,2.0,4.0,2.0,.3,2.0,2.0,2.0,1.0,6.0,1.0,.0,7.0,.0,16.5,6.2,632.3,.0,25.0,.2,35.1,102.2,.5,1.0,2.0,6.0,.2,11.0,14.0,8.0,9.0,12.0,22.2,7.0,N
2.0,3.0,2.0,.0,2.0,4.0,2.0,.3,2.0,2.0,2.0,1.0,6.0,1.0,.0,7.0,.0,16.5,6.2,632.3,.0,25.0,.2,35.1,102.2,.5,1.0,2.0,6.0,.2,11.0,14.0,8.0,9.0,12.0,22.2,7.0,N
2.0,3.0,2.0,.0,2.0,4.0,2.0,.3,2.0,2.0,2.0,1.0,6.0,1.0,.0,7.0,.0,16.5,6.2,632.3,.0,25.0,.2,35.1,102.2,.5,1.0,2.0,6.0,.2,11.0,14.0,8.0,9.0,12.0,22.2,7.0,N
2.0,3.0,2.0,.0,2.0,4.0,2.0,.3,2.0,2.0,2.0,1.0,6.0,1.0,.0,7.0,.0,16.5,6.2,632.3,.0,25.0,.2,35.1,102.2,.5,1.0,2.0,6.0,.2,11.0,14.0,8.0,9.0,12.0,22.2,7.0,N
2.0,3.0,2.0,.0,2.0,4.0,2.0,.3,2.0,2.0,2.0,1.0,6.0,1.0,.0,7.0,.0,16.5,6.2,632.3,.0,25.0,.2,35.1,102.2,.5,1.0,2.0,6.0,.2,11.0,14.0,8.0,9.0,12.0,22.2,7.0,N
2.0,3.0,2.0,.0,2.0,4.0,2.0,.3,2.0,2.0,2.0,1.0,6.0,1.0,.0,7.0,.0,16.5,6.2,632.3,.0,25.0,.2,35.1,102.2,.5,1.0,2.0,6.0,.2,11.0,14.0,8.0,9.0,12.0,22.2,7.0,N
8.0,7.0,.0,2.0,14.0,10.0,4.0,.2,4.0,2.5,1.0,.3,11.0,3.0,.7,15.0,.0,17.0,14.7,3670.2,.1,52.0,.1,203.9,250.0,.8,3.0,5.0,9.0,.2,19.0,33.0,11.0,17.0,23.0,51.6,17.0,N
2.0,3.0,.0,.0,8.0,4.0,2.0,.2,2.0,2.0,1.0,.5,6.0,1.0,.0,9.0,.0,11.9,4.4,227.0,.0,15.0,.2,12.6,51.9,.5,1.0,2.0,6.0,.2,5.0,10.0,4.0,7.0,9.0,47.1,9.0,N
4.0,3.0,.0,.0,10.0,4.0,2.0,.3,2.0,2.0,1.0,.5,5.0,1.0,.0,8.0,.0,11.1,4.4,211.9,.0,14.0,.2,11.8,48.4,.5,1.0,2.0,5.0,.2,5.0,9.0,4.0,7.0,11.0,55.6,8.0,N
3.0,3.0,.0,.0,5.0,4.0,2.0,.3,2.0,2.0,1.0,.5,5.0,1.0,.0,8.0,.0,17.2,6.2,657.1,.0,25.0,.2,36.5,106.2,.5,1.0,2.0,5.0,.1,9.0,16.0,8.0,11.0,17.0,38.5,8.0,N
4.0,3.0,.0,.0,10.0,4.0,2.0,.3,2.0,2.0,1.0,.5,5.0,1.0,.0,8.0,.0,11.1,4.4,211.9,.0,14.0,.2,11.8,48.4,.5,1.0,2.0,5.0,.2,5.0,9.0,4.0,7.0,11.0,55.6,8.0,N
3.0,3.0,2.0,.0,2.0,4.0,2.0,.2,2.0,2.0,2.0,1.0,6.0,1.0,.0,9.0,.0,19.7,5.5,596.3,.0,26.0,.2,33.1,108.4,.5,1.0,2.0,6.0,.1,11.0,15.0,9.0,9.0,15.0,18.2,9.0,N
13.0,5.0,3.0,4.0,19.0,8.0,3.0,.2,4.0,2.0,2.0,.7,17.0,1.0,.0,13.0,.0,22.5,13.9,4371.1,.1,66.0,.1,242.8,313.8,.3,2.0,4.0,16.0,.1,30.0,36.0,14.0,13.0,50.0,63.9,17.0,N
9.0,17.0,4.0,.0,.0,32.0,9.0,.4,16.0,2.0,8.0,.9,34.0,1.0,.0,24.0,.0,30.5,11.7,4143.4,.1,74.0,.1,230.2,355.7,.1,8.0,16.0,27.0,.3,36.0,38.0,17.0,11.0,34.0,.0,24.0,N
16.0,7.0,3.0,.0,15.0,12.0,4.0,.2,6.0,2.0,3.0,.8,15.0,1.0,.0,25.0,.0,21.4,22.5,10795.4,.2,97.0,.0,599.7,480.6,.3,3.0,6.0,13.0,.1,37.0,60.0,14.0,17.0,57.0,37.5,25.0,N
82.0,43.0,12.0,6.0,100.0,74.0,23.0,.1,36.0,2.1,17.0,.7,117.0,15.0,.6,176.0,5.0,140.3,37.2,194194.6,1.7,696.0,.0,10788.6,5219.9,.7,19.0,37.0,96.0,.1,280.0,416.0,143.0,38.0,390.0,37.6,182.0,N
22.0,7.0,4.0,9.0,31.0,12.0,4.0,.1,6.0,2.0,3.0,.8,19.0,1.0,.0,32.0,6.0,45.5,16.4,12184.9,.3,130.0,.1,676.9,744.6,.3,3.0,6.0,17.0,.0,54.0,76.0,33.0,20.0,95.0,55.6,41.0,N
9.0,3.0,5.0,.0,12.0,4.0,2.0,.1,2.0,2.0,2.0,1.0,10.0,1.0,.0,18.0,1.0,35.5,10.3,3750.8,.1,70.0,.1,208.4,364.7,.5,1.0,2.0,10.0,.1,27.0,43.0,21.0,16.0,40.0,40.0,18.0,N
12.0,5.0,1.0,3.0,4.0,8.0,3.0,.2,4.0,2.0,2.0,.7,10.0,3.0,1.0,14.0,.0,15.8,13.8,3022.4,.1,46.0,.1,167.9,218.7,1.0,2.0,4.0,9.0,.1,19.0,27.0,11.0,16.0,34.0,33.3,17.0,N
14.0,7.0,4.0,4.0,21.0,10.0,4.0,.1,4.0,2.5,3.0,.8,16.0,3.0,.7,29.0,2.0,39.7,19.4,14882.3,.3,133.0,.1,826.8,768.9,.8,3.0,5.0,14.0,.0,50.0,83.0,31.0,24.0,95.0,46.3,33.0,N
38.0,35.0,4.0,5.0,70.0,58.0,18.0,.2,24.0,2.4,7.0,.4,67.0,13.0,.7,104.0,2.0,58.4,41.4,99929.8,.8,372.0,.0,5551.7,2415.0,.7,17.0,29.0,51.0,.1,150.0,222.0,58.0,32.0,218.0,41.9,109.0,N
39.0,23.0,10.0,4.0,58.0,40.0,12.0,.2,18.0,2.2,7.0,.6,49.0,5.0,.4,68.0,5.0,52.1,21.7,24543.7,.4,187.0,.1,1363.5,1130.3,.4,11.0,20.0,39.0,.1,76.0,111.0,42.0,24.0,177.0,47.7,72.0,N
19.0,7.0,3.0,4.0,16.0,12.0,4.0,.2,6.0,2.0,4.0,1.0,16.0,1.0,.0,21.0,.0,31.8,17.9,10140.6,.2,104.0,.1,563.4,567.8,.3,3.0,6.0,14.0,.1,47.0,57.0,25.0,19.0,84.0,48.8,25.0,N
25.0,15.0,7.0,6.0,39.0,28.0,8.0,.1,14.0,2.0,7.0,.9,46.0,1.0,.0,71.0,6.0,90.9,21.9,43721.4,.7,307.0,.1,2429.0,1993.0,.1,7.0,14.0,40.0,.1,108.0,199.0,64.0,26.0,142.0,38.8,77.0,Y
27.0,3.0,2.0,1.0,19.0,4.0,2.0,.1,2.0,2.0,2.0,1.0,7.0,1.0,.0,22.0,1.0,37.3,15.4,8872.4,.2,114.0,.1,492.9,575.1,.5,1.0,2.0,7.0,.0,54.0,60.0,21.0,12.0,70.0,47.6,23.0,Y
1.0,3.0,1.0,.0,.0,4.0,2.0,.2,2.0,2.0,2.0,1.0,6.0,1.0,.0,10.0,.0,10.8,7.0,527.0,.0,21.0,.1,29.3,75.3,.5,1.0,2.0,6.0,.2,7.0,14.0,4.0,8.0,12.0,.0,10.0,N
34.0,17.0,9.0,5.0,26.0,30.0,9.0,.1,14.0,2.1,7.0,.8,44.0,4.0,.4,66.0,5.0,76.0,29.0,63865.0,.7,342.0,.0,3548.1,2203.5,.4,8.0,15.0,37.0,.1,136.0,206.0,61.0,26.0,132.0,32.0,71.0,N
9.0,9.0,1.0,.0,17.0,12.0,5.0,.2,4.0,3.0,3.0,.6,13.0,5.0,1.0,22.0,2.0,35.1,12.6,5531.3,.2,84.0,.1,307.3,440.8,1.0,4.0,6.0,10.0,.1,31.0,53.0,21.0,17.0,49.0,43.6,22.0,Y
32.0,13.0,13.0,16.0,23.0,24.0,7.0,.1,12.0,2.0,7.0,1.0,38.0,1.0,.0,59.0,9.0,104.8,22.1,51324.9,.8,349.0,.1,2851.4,2318.7,.1,6.0,12.0,33.0,.1,126.0,223.0,74.0,26.0,138.0,39.8,75.0,Y
13.0,5.0,2.0,9.0,7.0,8.0,3.0,.1,4.0,2.0,3.0,1.0,10.0,1.0,.0,19.0,.0,37.6,9.8,3574.5,.1,74.0,.1,198.6,366.6,.3,2.0,4.0,9.0,.1,27.0,47.0,18.0,13.0,49.0,45.7,28.0,N
3.0,3.0,2.0,.0,.0,4.0,2.0,.1,2.0,2.0,1.0,.5,8.0,1.0,.0,19.0,2.0,24.7,10.6,2764.2,.1,57.0,.1,153.6,261.3,.5,1.0,2.0,8.0,.1,25.0,32.0,13.0,11.0,23.0,.0,19.0,N
6.0,3.0,1.0,1.0,6.0,4.0,2.0,.2,2.0,2.0,1.0,.5,6.0,1.0,.0,10.0,1.0,16.2,5.4,472.9,.0,23.0,.2,26.3,87.6,.5,1.0,2.0,6.0,.1,6.0,17.0,5.0,9.0,24.0,41.2,11.0,N
3.0,3.0,.0,.0,.0,4.0,2.0,.1,2.0,2.0,1.0,.5,6.0,1.0,.0,15.0,2.0,18.5,9.6,1717.2,.1,42.0,.1,95.4,178.4,.5,1.0,2.0,6.0,.1,14.0,28.0,8.0,11.0,19.0,.0,15.0,N
30.0,32.0,19.0,4.0,62.0,16.0,24.0,.3,4.0,4.0,19.0,.8,55.0,9.0,.4,89.0,3.0,54.7,47.6,123914.5,.9,402.0,.0,6884.1,2603.2,.4,6.0,8.0,33.0,.1,154.0,248.0,55.0,34.0,186.0,42.6,93.0,Y
6.0,3.0,3.0,4.0,15.0,4.0,2.0,.1,2.0,2.0,2.0,1.0,8.0,1.0,.0,10.0,3.0,16.2,10.6,1809.4,.1,39.0,.1,100.5,171.3,.5,1.0,2.0,8.0,.1,13.0,26.0,8.0,13.0,36.0,65.5,14.0,N
13.0,7.0,3.0,3.0,24.0,12.0,4.0,.1,6.0,2.0,4.0,1.0,16.0,1.0,.0,32.0,1.0,34.9,18.6,12037.1,.2,121.0,.1,668.7,648.3,.3,3.0,6.0,14.0,.1,43.0,78.0,22.0,19.0,73.0,45.8,35.0,Y
31.0,21.0,5.0,7.0,28.0,34.0,11.0,.1,14.0,2.4,9.0,.8,46.0,11.0,1.0,74.0,1.0,61.9,36.7,83581.4,.8,354.0,.0,4643.4,2274.9,1.0,10.0,17.0,37.0,.1,124.0,230.0,54.0,32.0,141.0,32.1,81.0,Y
12.0,11.0,5.0,1.0,16.0,20.0,6.0,.1,10.0,2.0,6.0,1.0,30.0,1.0,.0,44.0,3.0,46.9,18.9,16764.8,.3,152.0,.1,931.4,886.6,.2,5.0,10.0,26.0,.1,52.0,100.0,33.0,24.0,74.0,27.9,45.0,N
.0,3.0,.0,.0,.0,4.0,2.0,.1,2.0,2.0,1.0,.5,6.0,1.0,.0,15.0,2.0,42.9,6.9,2026.8,.1,62.0,.2,112.6,294.8,.5,1.0,2.0,6.0,.1,20.0,42.0,16.0,11.0,16.0,.0,15.0,N
51.0,35.0,10.0,9.0,73.0,62.0,18.0,.2,28.0,2.2,10.0,.6,75.0,9.0,.5,107.0,1.0,51.9,64.9,218524.9,1.1,516.0,.0,12140.3,3366.2,.5,17.0,31.0,59.0,.1,193.0,323.0,55.0,37.0,241.0,43.4,116.0,Y
2.0,3.0,1.0,2.0,.0,4.0,2.0,.1,2.0,2.0,2.0,1.0,6.0,1.0,.0,12.0,2.0,20.8,2.5,129.7,.0,15.0,.4,7.2,51.9,.5,1.0,2.0,6.0,.1,6.0,9.0,6.0,5.0,17.0,14.3,14.0,N
4.0,5.0,1.0,4.0,.0,8.0,3.0,.1,4.0,2.0,3.0,1.0,10.0,1.0,.0,17.0,2.0,34.3,2.8,264.4,.0,25.0,.4,14.7,95.2,.3,2.0,4.0,9.0,.1,10.0,15.0,9.0,5.0,26.0,19.1,21.0,N
.0,7.0,.0,.0,.0,12.0,4.0,.2,6.0,2.0,1.0,.3,14.0,3.0,.7,17.0,2.0,10.6,10.1,1086.5,.0,29.0,.1,60.4,107.3,.8,3.0,6.0,12.0,.2,9.0,20.0,4.0,9.0,18.0,.0,17.0,N
3.0,11.0,.0,.0,.0,16.0,6.0,.4,6.0,2.7,1.0,.2,18.0,4.0,.6,15.0,2.0,7.5,30.8,7065.2,.1,54.0,.0,392.5,229.4,.7,5.0,8.0,14.0,.3,22.0,32.0,5.0,14.0,19.0,.0,15.0,N
3.0,3.0,.0,.0,.0,4.0,2.0,.1,2.0,2.0,1.0,.5,5.0,1.0,.0,14.0,2.0,11.9,9.0,959.5,.0,28.0,.1,53.3,106.6,.5,1.0,2.0,5.0,.1,10.0,18.0,5.0,9.0,18.0,.0,14.0,N
2.0,3.0,.0,.0,.0,4.0,2.0,.2,2.0,2.0,1.0,.5,5.0,1.0,.0,10.0,1.0,6.9,8.0,442.8,.0,16.0,.1,24.6,55.4,.5,1.0,2.0,5.0,.2,6.0,10.0,3.0,8.0,13.0,.0,10.0,N
25.0,25.0,6.0,6.0,15.0,42.0,13.0,.2,18.0,2.3,9.0,.7,59.0,7.0,.5,70.0,1.0,80.8,26.6,57176.9,.7,343.0,.0,3176.5,2149.5,.5,12.0,23.0,48.0,.1,133.0,210.0,55.0,22.0,117.0,23.1,76.0,N
5.0,7.0,3.0,3.0,2.0,12.0,4.0,.2,6.0,2.0,4.0,1.0,17.0,1.0,.0,24.0,2.0,26.3,16.0,6737.7,.1,85.0,.1,374.3,421.1,.3,3.0,6.0,15.0,.1,30.0,55.0,15.0,16.0,35.0,17.2,27.0,N
15.0,5.0,1.0,7.0,9.0,8.0,3.0,.2,4.0,2.0,2.0,.7,10.0,1.0,.0,12.0,1.0,29.0,18.1,9514.4,.2,106.0,.1,528.6,525.1,.3,2.0,4.0,9.0,.1,44.0,62.0,17.0,14.0,44.0,57.1,19.0,N
6.0,3.0,.0,2.0,2.0,4.0,2.0,.2,2.0,2.0,1.0,.5,5.0,1.0,.0,9.0,1.0,13.8,13.5,2508.9,.1,43.0,.1,139.4,185.8,.5,1.0,2.0,5.0,.1,18.0,25.0,8.0,12.0,20.0,30.8,11.0,N
5.0,3.0,.0,2.0,2.0,4.0,2.0,.2,2.0,2.0,1.0,.5,5.0,1.0,.0,9.0,2.0,13.6,17.1,3972.0,.1,53.0,.1,220.7,232.8,.5,1.0,2.0,5.0,.1,21.0,32.0,8.0,13.0,19.0,30.8,11.0,N
10.0,13.0,.0,15.0,2.0,22.0,7.0,.3,10.0,2.2,1.0,.1,23.0,1.0,.0,8.0,4.0,21.3,16.3,5681.3,.1,74.0,.1,315.6,347.8,.1,6.0,11.0,18.0,.2,28.0,46.0,12.0,14.0,36.0,68.0,23.0,N
14.0,5.0,4.0,1.0,9.0,8.0,3.0,.2,4.0,2.0,3.0,1.0,13.0,1.0,.0,19.0,1.0,35.6,10.1,3640.0,.1,72.0,.1,202.2,360.0,.3,2.0,4.0,12.0,.1,26.0,46.0,18.0,14.0,44.0,34.5,20.0,N
35.0,31.0,9.0,28.0,17.0,52.0,16.0,.2,22.0,2.4,11.0,.7,68.0,10.0,.6,76.0,5.0,108.4,33.9,124313.2,1.2,526.0,.0,6906.3,3670.1,.6,15.0,26.0,54.0,.1,199.0,327.0,94.0,32.0,157.0,37.2,104.0,N
